#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35EA5
#Date Time: 2022-12-02 09:35:57.242
#Sample rate: 40Hz
#Samples: 7750
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 10 s
#Channel 1: Range: 1 V/div Offset: -3.5 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-101.65,4.216780055376573,-0.001677652469016242
-101.625,4.864314064768307,-0.003339973071199579
-101.6,4.864314064768307,-0.003339973071199579
-101.575,4.864314064768307,-0.003339973071199579
-101.55,4.864314064768307,-0.003339973071199579
-101.525,4.864314064768307,-0.003339973071199579
-101.5,4.864314064768307,-0.003339973071199579
-101.475,4.864314064768307,-0.003339973071199579
-101.45,4.864314064768307,-0.003339973071199579
-101.425,4.864314064768307,-0.003339973071199579
-101.4,4.864314064768307,-0.003339973071199579
-101.375,4.864314064768307,-0.003339973071199579
-101.35,4.864314064768307,-0.003339973071199579
-101.325,4.864314064768307,-0.003339973071199579
-101.3,4.864314064768307,-0.003339973071199579
-101.275,4.864314064768307,-0.003339973071199579
-101.25,4.864314064768307,-0.003339973071199579
-101.225,4.864314064768307,-0.003339973071199579
-101.2,4.864314064768307,-0.003339973071199579
-101.175,4.864314064768307,-0.003339973071199579
-101.15,4.864314064768307,-0.003339973071199579
-101.125,4.864314064768307,-0.003339973071199579
-101.1,4.864314064768307,-0.003339973071199579
-101.075,4.864314064768307,-0.003339973071199579
-101.05,4.864314064768307,-0.003339973071199579
-101.025,4.864314064768307,-0.003339973071199579
-101,4.864314064768307,-0.003339973071199579
-100.975,4.864314064768307,-0.003339973071199579
-100.95,4.864314064768307,-0.003339973071199579
-100.925,4.864314064768307,-0.003339973071199579
-100.9,4.864314064768307,-0.003339973071199579
-100.875,4.864314064768307,-0.003339973071199579
-100.85,4.864314064768307,-0.003339973071199579
-100.825,4.864314064768307,-0.003339973071199579
-100.8,4.864314064768307,-0.003339973071199579
-100.775,4.864314064768307,-0.003339973071199579
-100.75,4.864314064768307,-0.003339973071199579
-100.725,4.864314064768307,-0.003339973071199579
-100.7,4.864314064768307,-0.003339973071199579
-100.675,4.857038401741434,-0.003339973071199579
-100.65,0.9900235029582101,-0.003339973071199579
-100.625,0.2333545481633741,-0.003339973071199579
-100.6,0.2697328632977412,-0.003339973071199579
-100.575,0.2806463578380511,-0.003339973071199579
-100.55,0.2806463578380511,-0.003339973071199579
-100.525,0.2806463578380511,-0.003339973071199579
-100.5,0.2806463578380511,-0.003339973071199579
-100.475,0.2806463578380511,-0.003339973071199579
-100.45,0.2806463578380511,-0.003339973071199579
-100.425,0.2806463578380511,-0.003339973071199579
-100.4,0.2806463578380511,-0.003339973071199579
-100.375,0.2806463578380511,-0.003339973071199579
-100.35,0.2806463578380511,-0.003339973071199579
-100.325,0.2806463578380511,-0.003339973071199579
-100.3,0.2806463578380511,-0.003339973071199579
-100.275,0.2806463578380511,-0.003339973071199579
-100.25,0.2806463578380511,-0.003339973071199579
-100.225,0.2806463578380511,-0.003339973071199579
-100.2,0.2806463578380511,-0.003339973071199579
-100.175,0.2806463578380511,-0.003339973071199579
-100.15,0.2806463578380511,-0.003339973071199579
-100.125,0.2806463578380511,-0.003339973071199579
-100.1,0.2806463578380511,-0.003339973071199579
-100.075,0.2806463578380511,-0.003339973071199579
-100.05,0.2806463578380511,-0.003339973071199579
