#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321ABECE0
#Date Time: 2022-12-02 11:21:08.279
#Sample rate: 10239.6Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.1599854618316327,0.7948605586012356
-0.1598878018316327,0.7948605586012356
-0.1597901418316327,0.7948605586012356
-0.1596924818316327,0.7948605586012356
-0.1595948218316327,0.7948605586012356
-0.1594971618316327,0.7948605586012356
-0.1593995018316327,0.7948605586012356
-0.1593018418316327,0.7948605586012356
-0.1592041818316327,0.7948605586012356
-0.1591065218316327,0.7948605586012356
-0.1590088618316327,0.7948605586012356
-0.1589112018316327,0.7948605586012356
-0.1588135418316327,0.7948605586012356
-0.1587158818316327,0.7948605586012356
-0.1586182218316327,0.7948605586012356
-0.1585205618316327,0.7948605586012356
-0.1584229018316327,0.7948605586012356
-0.1583252418316327,0.7948605586012356
-0.1582275818316327,0.7948605586012356
-0.1581299218316327,0.7948605586012356
-0.1580322618316327,0.7948605586012356
-0.1579346018316327,0.7948605586012356
-0.1578369418316327,0.7948605586012356
-0.1577392818316327,0.7948605586012356
-0.1576416218316327,0.7948605586012356
-0.1575439618316327,0.7948605586012356
-0.1574463018316327,0.7948605586012356
-0.1573486418316327,0.7948605586012356
-0.1572509818316327,0.7948605586012356
-0.1571533218316327,0.7948605586012356
-0.1570556618316327,0.7948605586012356
-0.1569580018316327,0.7948605586012356
-0.1568603418316327,0.7948605586012356
-0.1567626818316327,0.7948605586012356
-0.1566650218316327,0.7948605586012356
-0.1565673618316327,0.7948605586012356
-0.1564697018316327,0.7948605586012356
-0.1563720418316327,0.7948605586012356
-0.1562743818316327,0.7948605586012356
-0.1561767218316327,0.7948605586012356
-0.1560790618316327,0.7948605586012356
-0.1559814018316327,0.7948605586012356
-0.1558837418316327,0.7948605586012356
-0.1557860818316327,0.7948605586012356
-0.1556884218316327,0.7948605586012356
-0.1555907618316327,0.7948605586012356
-0.1554931018316327,0.7948605586012356
-0.1553954418316327,0.7948605586012356
-0.1552977818316327,0.7945199200871602
-0.1552001218316327,0.7948605586012356
-0.1551024618316327,0.7945199200871602
-0.1550048018316327,0.7948605586012356
-0.1549071418316327,0.7948605586012356
-0.1548094818316327,0.7948605586012356
-0.1547118218316327,0.7948605586012356
-0.1546141618316327,0.7948605586012356
-0.1545165018316327,0.7948605586012356
-0.1544188418316327,0.7948605586012356
-0.1543211818316327,0.7948605586012356
-0.1542235218316327,0.7948605586012356
-0.1541258618316327,0.7948605586012356
-0.1540282018316327,0.7948605586012356
-0.1539305418316327,0.7948605586012356
-0.1538328818316327,0.7948605586012356
-0.1537352218316327,0.7948605586012356
-0.1536375618316327,0.7948605586012356
-0.1535399018316327,0.7948605586012356
-0.1534422418316327,0.7948605586012356
-0.1533445818316327,0.7948605586012356
-0.1532469218316327,0.7948605586012356
-0.1531492618316327,0.7948605586012356
-0.1530516018316327,0.7948605586012356
-0.1529539418316327,0.7948605586012356
-0.1528562818316327,0.7948605586012356
-0.1527586218316327,0.7948605586012356
-0.1526609618316327,0.7948605586012356
-0.1525633018316327,0.7948605586012356
-0.1524656418316327,0.7948605586012356
-0.1523679818316327,0.7948605586012356
-0.1522703218316327,0.7948605586012356
-0.1521726618316327,0.7948605586012356
-0.1520750018316327,0.7948605586012356
-0.1519773418316327,0.7948605586012356
-0.1518796818316327,0.7948605586012356
-0.1517820218316327,0.7948605586012356
-0.1516843618316327,0.7948605586012356
-0.1515867018316327,0.7948605586012356
-0.1514890418316327,0.7948605586012356
-0.1513913818316327,0.7948605586012356
-0.1512937218316327,0.7948605586012356
-0.1511960618316327,0.7948605586012356
-0.1510984018316327,0.7948605586012356
-0.1510007418316327,0.7948605586012356
-0.1509030818316327,0.7948605586012356
-0.1508054218316327,0.7948605586012356
-0.1507077618316327,0.7948605586012356
-0.1506101018316327,0.7948605586012356
-0.1505124418316327,0.7948605586012356
-0.1504147818316327,0.7948605586012356
-0.1503171218316327,0.7948605586012356
-0.1502194618316327,0.7948605586012356
-0.1501218018316327,0.7948605586012356
-0.1500241418316327,0.7948605586012356
-0.1499264818316327,0.7948605586012356
-0.1498288218316327,0.7948605586012356
-0.1497311618316327,0.7948605586012356
-0.1496335018316327,0.7948605586012356
-0.1495358418316327,0.7948605586012356
-0.1494381818316327,0.7948605586012356
-0.1493405218316327,0.7948605586012356
-0.1492428618316327,0.7948605586012356
-0.1491452018316327,0.7948605586012356
-0.1490475418316327,0.7948605586012356
-0.1489498818316327,0.7948605586012356
-0.1488522218316327,0.7948605586012356
-0.1487545618316327,0.7948605586012356
-0.1486569018316327,0.7948605586012356
-0.1485592418316327,0.7945199200871602
-0.1484615818316327,0.7948605586012356
-0.1483639218316327,0.7948605586012356
-0.1482662618316327,0.7948605586012356
-0.1481686018316327,0.7948605586012356
-0.1480709418316327,0.7945199200871602
-0.1479732818316327,0.7948605586012356
-0.1478756218316327,0.7948605586012356
-0.1477779618316327,0.7948605586012356
-0.1476803018316327,0.7948605586012356
-0.1475826418316327,0.7948605586012356
-0.1474849818316327,0.7948605586012356
-0.1473873218316327,0.7948605586012356
-0.1472896618316327,0.7948605586012356
-0.1471920018316327,0.7948605586012356
-0.1470943418316327,0.7948605586012356
-0.1469966818316327,0.7948605586012356
-0.1468990218316327,0.7945199200871602
-0.1468013618316327,0.7948605586012356
-0.1467037018316327,0.7945199200871602
-0.1466060418316327,0.7945199200871602
-0.1465083818316327,0.7948605586012356
-0.1464107218316327,0.7945199200871602
-0.1463130618316327,0.7945199200871602
-0.1462154018316327,0.7948605586012356
-0.1461177418316327,0.7948605586012356
-0.1460200818316327,0.7948605586012356
-0.1459224218316327,0.7948605586012356
-0.1458247618316327,0.7948605586012356
-0.1457271018316327,0.7948605586012356
-0.1456294418316327,0.7948605586012356
-0.1455317818316327,0.7948605586012356
-0.1454341218316327,0.7948605586012356
-0.1453364618316327,0.7948605586012356
-0.1452388018316327,0.7948605586012356
-0.1451411418316327,0.7945199200871602
-0.1450434818316327,0.7948605586012356
-0.1449458218316327,0.7948605586012356
-0.1448481618316327,0.7948605586012356
-0.1447505018316327,0.7948605586012356
-0.1446528418316327,0.7948605586012356
-0.1445551818316327,0.7945199200871602
-0.1444575218316327,0.7948605586012356
-0.1443598618316327,0.7948605586012356
-0.1442622018316327,0.7948605586012356
-0.1441645418316327,0.7948605586012356
-0.1440668818316327,0.7945199200871602
-0.1439692218316327,0.7945199200871602
-0.1438715618316327,0.7948605586012356
-0.1437739018316327,0.7948605586012356
-0.1436762418316327,0.7948605586012356
-0.1435785818316327,0.7948605586012356
-0.1434809218316327,0.7948605586012356
-0.1433832618316327,0.7948605586012356
-0.1432856018316327,0.7948605586012356
-0.1431879418316327,0.7948605586012356
-0.1430902818316327,0.7948605586012356
-0.1429926218316327,0.7948605586012356
-0.1428949618316327,0.7948605586012356
-0.1427973018316327,0.7948605586012356
-0.1426996418316327,0.7948605586012356
-0.1426019818316327,0.7948605586012356
-0.1425043218316327,0.7948605586012356
-0.1424066618316327,0.7948605586012356
-0.1423090018316327,0.7948605586012356
-0.1422113418316327,0.7948605586012356
-0.1421136818316327,0.7948605586012356
-0.1420160218316327,0.7948605586012356
-0.1419183618316327,0.7948605586012356
-0.1418207018316327,0.7948605586012356
-0.1417230418316327,0.7948605586012356
-0.1416253818316327,0.7948605586012356
-0.1415277218316327,0.7948605586012356
-0.1414300618316327,0.7948605586012356
-0.1413324018316327,0.7948605586012356
-0.1412347418316327,0.7948605586012356
-0.1411370818316327,0.7948605586012356
-0.1410394218316327,0.7948605586012356
-0.1409417618316327,0.7945199200871603
-0.1408441018316327,0.7948605586012355
-0.1407464418316327,0.7948605586012356
-0.1406487818316327,0.7948605586012356
-0.1405511218316327,0.7945199200871603
-0.1404534618316327,0.7948605586012356
-0.1403558018316327,0.7948605586012356
-0.1402581418316327,0.7948605586012356
