   1 	    20.1038 
   2 	    25.2147 
   3 	    30.2574 
   4 	    35.0180 
   5 	    39.9882 
   6 	    44.9900 
   7 	    50.0432 
   8 	    55.0216 
   9 	    60.0772 
  10 	    65.0242 
  11 	    69.9571 
  12 	    74.9956 
  13 	    80.1756 
  14 	    85.1553 
  15 	    89.8481 
  16 	    94.8434 
  17 	   100.0248 
  18 	   104.9302 
  19 	   110.0430 
  20 	   115.0511 
  21 	   119.8946 
  22 	   124.9043 
  23 	   129.9834 
  24 	   135.0198 
  25 	   139.9626 
  26 	   145.0182 
  27 	   150.1449 
  28 	   154.9911 
  29 	   159.8999 
  30 	   164.8995 
  31 	   169.8995 
